A440 一	A441 乙	A442 丁	
BAFF ?	BB00 ? 	BB01 ?	BB02 ?	BB03 ?	BB04 ?	BB05 ?	BB06 ?	BB07 ?	BB08 ?	
BB09 ?	BB0A ?
	BB0B ?	BB0C ?	BB0D ?	BB0E ?	BB0F ?	BB10 ?	BB11 ?	BB12 ?	
BB13 ?	BB14 ?	BB15 ?	BB16 ?	BB17 ?	BB18 ?	BB19 ?	BB1A ?	BB1B ?	BB1C ?	
BB1D ?	BB1E ?	BB1F ?	BB20 ?	BB21 ?	BB22 ?	BB23 ?	BB24 ?	BB25 ?	BB26 ?	
BB27 ?	BB28 ?	BB29 ?	BB2A ?	BB2B ?	BB2C ?	BB2D ?	BB2E ?	BB2F ?	BB30 ?	
BB31 ?	BB32 ?	BB33 ?	BB34 ?	BB35 ?	BB36 ?	BB37 ?	BB38 ?	BB39 ?	BB3A ?	
BB3B ?	BB3C ?	BB3D ?	BB3E ?	BB3F ?	BB40 罰	BB41 翠	BB42 翡	BB43 翟	BB44 聞	
BB45 聚	BB46 肇	BB47 腐	BB48 膀	BB49 膏	BB4A 膈	BB4B 膊	BB4C 腿	BB4D 膂	BB4E 臧	
BB4F 臺	BB50 與	BB51 舔	BB52 舞	BB53 艋	BB54 蓉	BB55 蒿	BB56 蓆	BB57 蓄	BB58 蒙	
BB59 蒞	BB5A 蒲	BB5B 蒜	BB5C 蓋	BB5D 蒸	BB5E 蓀	BB5F 蓓	BB60 蒐	BB61 蒼	BB62 蓑	
BB63 蓊	BB64 蜿	BB65 蜜	BB66 蜻	BB67 蜢	BB68 蜥	BB69 蜴	BB6A 蜘	BB6B 蝕	BB6C 蜷	
BB6D 蜩	BB6E 裳	BB6F 褂	BB70 裴	BB71 裹	BB72 裸	BB73 製	BB74 裨	BB75 褚	BB76 裯	
BB77 誦	BB78 誌	BB79 語	BB7A 誣	BB7B 認	BB7C 誡	BB7D 誓	BB7E 誤	BB7F ?	BB80 ?	
BB81 ?	BB82 ?	BB83 ?	BB84 ?	BB85 ?	BB86 ?	BB87 ?	BB88 ?	BB89 ?	BB8A ?	
BB8B ?	BB8C ?	BB8D ?	BB8E ?	BB8F ?	BB90 ?	BB91 ?	BB92 ?	BB93 ?	BB94 ?	
BB95 ?	BB96 ?	BB97 ?	BB98 ?	BB99 ?	BB9A ?	BB9B ?	BB9C ?	BB9D ?	BB9E ?	
BB9F ?	BBA0 ?	BBA1 說	BBA2 誥	BBA3 誨	BBA4 誘	BBA5 誑	BBA6 誚	BBA7 誧	BBA8 豪	
BBA9 貍	BBAA 貌	BBAB 賓	BBAC 賑	BBAD 賒	BBAE 赫	BBAF 趙	BBB0 趕	BBB1 跼	BBB2 輔	
BBB3 輒	BBB4 輕	BBB5 輓	BBB6 辣	BBB7 遠	BBB8 遘	BBB9 遜	BBBA 遣	BBBB 遙	BBBC 遞	
BBBD 遢	BBBE 遝	BBBF 遛	BBC0 鄙	BBC1 鄘	BBC2 鄞	BBC3 酵	BBC4 酸	BBC5 酷	BBC6 酴	
BBC7 鉸	BBC8 銀	BBC9 銅	BBCA 銘	BBCB 銖	BBCC 鉻	BBCD 銓	BBCE 銜	BBCF 銨	BBD0 鉼	
BBD1 銑	BBD2 閡	BBD3 閨	BBD4 閩	BBD5 閣	BBD6 閥	BBD7 閤	BBD8 隙	BBD9 障	BBDA 際	
BBDB 雌	BBDC 雒	BBDD 需	BBDE 靼	BBDF 鞅	BBE0 韶	BBE1 頗	BBE2 領	BBE3 颯	BBE4 颱	
BBE5 餃	BBE6 餅	BBE7 餌	BBE8 餉	BBE9 駁	BBEA 骯	BBEB 骰	BBEC 髦	BBED 魁	BBEE 魂	
BBEF 鳴	BBF0 鳶	BBF1 鳳	BBF2 麼	BBF3 鼻	BBF4 齊	BBF5 億	BBF6 儀	BBF7 僻	BBF8 僵	
BBF9 價	BBFA 儂	BBFB 儈	BBFC 儉	BBFD 儅	BBFE 凜	BBFF ?	BC00 ? 	BC01 ?	BC02 ?	
BC03 ?	BC04 ?	BC05 ?	BC06 ?	BC07 ?	BC08 ?	BC09 ?	BC0A ?
	BC0B ?	BC0C ?	
BC0D ?	BC0E ?	BC0F ?	BC10 ?	BC11 ?	BC12 ?	BC13 ?	BC14 ?	BC15 ?	BC16 ?	
BC17 ?	BC18 ?	BC19 ?	BC1A ?	BC1B ?	BC1C ?	BC1D ?	BC1E ?	BC1F ?	BC20 ?	
BC21 ?	BC22 ?	BC23 ?	BC24 ?	BC25 ?	BC26 ?	BC27 ?	BC28 ?	BC29 ?	BC2A ?	
BC2B ?	BC2C ?	BC2D ?	BC2E ?	BC2F ?	BC30 ?	BC31 ?	BC32 ?	BC33 ?	BC34 ?	
BC35 ?	BC36 ?	BC37 ?	BC38 ?	BC39 ?	BC3A ?	BC3B ?	BC3C ?	BC3D ?	BC3E ?	
BC3F ?	BC40 劇	BC41 劈	BC42 劉	BC43 劍	BC44 劊	BC45 勰	BC46 厲	BC47 嘮	BC48 嘻	
BC49 嘹	BC4A 嘲	BC4B 嘿	BC4C 嘴	BC4D 嘩	BC4E 噓	BC4F 噎	BC50 噗	BC51 噴	BC52 嘶	
BC53 嘯	BC54 嘰	BC55 墀	BC56 墟	BC57 增	BC58 墳	BC59 墜	BC5A 墮	BC5B 墩	BC5C 墦	
BC5D 奭	BC5E 嬉	BC5F 嫻	BC60 嬋	BC61 嫵	BC62 嬌	BC63 嬈	BC64 寮	BC65 寬	BC66 審	
BC67 寫	BC68 層	BC69 履	BC6A 嶝	BC6B 嶔	BC6C 幢	BC6D 幟	BC6E 幡	BC6F 廢	BC70 廚	
BC71 廟	BC72 廝	BC73 廣	BC74 廠	BC75 彈	BC76 影	BC77 德	BC78 徵	BC79 慶	BC7A 慧	
BC7B 慮	BC7C 慝	BC7D 慕	BC7E 憂	BC7F ?	BC80 ?	BC81 ?	BC82 ?	BC83 ?	BC84 ?	
BC85 ?	BC86 ?	BC87 ?	BC88 ?	BC89 ?	BC8A ?	BC8B ?	BC8C ?	BC8D ?	BC8E ?	
BC8F ?	BC90 ?	BC91 ?	BC92 ?	BC93 ?	BC94 ?	BC95 ?	BC96 ?	BC97 ?	BC98 ?	
BC99 ?	BC9A ?	BC9B ?	BC9C ?	BC9D ?	BC9E ?	BC9F ?	BCA0 ?	BCA1 慼	BCA2 慰	
BCA3 慫	BCA4 慾	BCA5 憧	BCA6 憐	BCA7 憫	BCA8 憎	BCA9 憬	BCAA 憚	BCAB 憤	BCAC 憔	
BCAD 憮	BCAE 戮	BCAF 摩	BCB0 摯	BCB1 摹	BCB2 撞	BCB3 撲	BCB4 撈	BCB5 撐	BCB6 撰	
BCB7 撥	BCB8 撓	BCB9 撕	BCBA 撩	BCBB 撒	BCBC 撮	BCBD 播	BCBE 撫	BCBF 撚	BCC0 撬	
BCC1 撙	BCC2 撢	BCC3 撳	BCC4 敵	BCC5 敷	BCC6 數	BCC7 暮	BCC8 暫	BCC9 暴	BCCA 暱	
BCCB 樣	BCCC 樟	BCCD 槨	BCCE 樁	BCCF 樞	BCD0 標	BCD1 槽	BCD2 模	BCD3 樓	BCD4 樊	
BCD5 槳	BCD6 樂	BCD7 樅	BCD8 槭	BCD9 樑	BCDA 歐	BCDB 歎	BCDC 殤	BCDD 毅	BCDE 毆	
BCDF 漿	BCE0 潼	BCE1 澄	BCE2 潑	BCE3 潦	BCE4 潔	BCE5 澆	BCE6 潭	BCE7 潛	BCE8 潸	
BCE9 潮	BCEA 澎	BCEB 潺	BCEC 潰	BCED 潤	BCEE 澗	BCEF 潘	BCF0 滕	BCF1 潯	BCF2 潠	
BCF3 潟	BCF4 熟	BCF5 熬	BCF6 熱	BCF7 熨	BCF8 牖	BCF9 犛	BCFA 獎	BCFB 獗	BCFC 瑩	
BCFD 璋	BCFE 璃	BCFF ?	BD00 ? 	BD01 ?	BD02 ?	BD03 ?	BD04 ?	BD05 ?	BD06 ?	
BD07 ?	BD08 ?	BD09 ?	BD0A ?
	BD0B ?	BD0C ?	BD0D ?	BD0E ?	BD0F ?	BD10 ?	
BD11 ?	BD12 ?	BD13 ?	BD14 ?	BD15 ?	BD16 ?	BD17 ?	BD18 ?	BD19 ?	BD1A ?	
BD1B ?	BD1C ?	BD1D ?	BD1E ?	BD1F ?	BD20 ?	BD21 ?	BD22 ?	BD23 ?	BD24 ?	
BD25 ?	BD26 ?	BD27 ?	BD28 ?	BD29 ?	BD2A ?	BD2B ?	BD2C ?	BD2D ?	BD2E ?	
BD2F ?	BD30 ?	BD31 ?	BD32 ?	BD33 ?	BD34 ?	BD35 ?	BD36 ?	BD37 ?	BD38 ?	
BD39 ?	BD3A ?	BD3B ?	BD3C ?	BD3D ?	BD3E ?	BD3F ?	BD40 瑾	BD41 璀	BD42 畿	
BD43 瘠	BD44 瘩	BD45 瘟	BD46 瘤	BD47 瘦	BD48 瘡	BD49 瘢	BD4A 皚	BD4B 皺	BD4C 盤	
BD4D 瞎	BD4E 瞇	BD4F 瞌	BD50 瞑	BD51 瞋	BD52 磋	BD53 磅	BD54 確	BD55 磊	BD56 碾	
BD57 磕	BD58 碼	BD59 磐	BD5A 稿	BD5B 稼	BD5C 穀	BD5D 稽	BD5E 稷	BD5F 稻	BD60 窯	
BD61 窮	BD62 箭	BD63 箱	BD64 範	BD65 箴	BD66 篆	BD67 篇	BD68 篁	BD69 箠	BD6A 篌	
BD6B 糊	BD6C 締	BD6D 練	BD6E 緯	BD6F 緻	BD70 緘	BD71 緬	BD72 緝	BD73 編	BD74 緣	
BD75 線	BD76 緞	BD77 緩	BD78 綞	BD79 緙	BD7A 緲	BD7B 緹	BD7C 罵	BD7D 罷	BD7E 羯	
BD7F ?	BD80 ?	BD81 ?	BD82 ?	BD83 ?	BD84 ?	BD85 ?	BD86 ?	BD87 ?	BD88 ?	
BD89 ?	BD8A ?	BD8B ?	BD8C ?	BD8D ?	BD8E ?	BD8F ?	BD90 ?	BD91 ?	BD92 ?	
BD93 ?	BD94 ?	BD95 ?	BD96 ?	BD97 ?	BD98 ?	BD99 ?	BD9A ?	BD9B ?	BD9C ?	
BD9D ?	BD9E ?	BD9F ?	BDA0 ?	BDA1 翩	BDA2 耦	BDA3 膛	BDA4 膜	BDA5 膝	BDA6 膠	
BDA7 膚	BDA8 膘	BDA9 蔗	BDAA 蔽	BDAB 蔚	BDAC 蓮	BDAD 蔬	BDAE 蔭	BDAF 蔓	BDB0 蔑	
BDB1 蔣	BDB2 蔡	BDB3 蔔	BDB4 蓬	BDB5 蔥	BDB6 蓿	BDB7 蔆	BDB8 螂	BDB9 蝴	BDBA 蝶	
BDBB 蝠	BDBC 蝦	BDBD 蝸	BDBE 蝨	BDBF 蝙	BDC0 蝗	BDC1 蝌	BDC2 蝓	BDC3 衛	BDC4 衝	
BDC5 褐	BDC6 複	BDC7 褒	BDC8 褓	BDC9 褕	BDCA 褊	BDCB 誼	BDCC 諒	BDCD 談	BDCE 諄	
BDCF 誕	BDD0 請	BDD1 諸	BDD2 課	BDD3 諉	BDD4 諂	BDD5 調	BDD6 誰	BDD7 論	BDD8 諍	
BDD9 誶	BDDA 誹	BDDB 諛	BDDC 豌	BDDD 豎	BDDE 豬	BDDF 賠	BDE0 賞	BDE1 賦	BDE2 賤	
BDE3 賬	BDE4 賭	BDE5 賢	BDE6 賣	BDE7 賜	BDE8 質	BDE9 賡	BDEA 赭	BDEB 趟	BDEC 趣	
BDED 踫	BDEE 踐	BDEF 踝	BDF0 踢	BDF1 踏	BDF2 踩	BDF3 踟	BDF4 踡	BDF5 踞	BDF6 躺	
BDF7 輝	BDF8 輛	BDF9 輟	BDFA 輩	BDFB 輦	BDFC 輪	BDFD 輜	BDFE 輞	BDFF ?	BE00 ? 	
BE01 ?	BE02 ?	BE03 ?	BE04 ?	BE05 ?	BE06 ?	BE07 ?	BE08 ?	BE09 ?	BE0A ?
	
BE0B ?	BE0C ?	BE0D ?	BE0E ?	BE0F ?	BE10 ?	BE11 ?	BE12 ?	BE13 ?	BE14 ?	
BE15 ?	BE16 ?	BE17 ?	BE18 ?	BE19 ?	BE1A ?	BE1B ?	BE1C ?	BE1D ?	BE1E ?	
BE1F ?	BE20 ?	BE21 ?	BE22 ?	BE23 ?	BE24 ?	BE25 ?	BE26 ?	BE27 ?	BE28 ?	
BE29 ?	BE2A ?	BE2B ?	BE2C ?	BE2D ?	BE2E ?	BE2F ?	BE30 ?	BE31 ?	BE32 ?	
BE33 ?	BE34 ?	BE35 ?	BE36 ?	BE37 ?	BE38 ?	BE39 ?	BE3A ?	BE3B ?	BE3C ?	
BE3D ?	BE3E ?	BE3F ?	BE40 輥	BE41 適	BE42 遮	BE43 遨	BE44 遭	BE45 遷	BE46 鄰	
BE47 鄭	BE48 鄧	BE49 鄱	BE4A 醇	BE4B 醉	BE4C 醋	BE4D 醃	BE4E 鋅	BE4F 銻	BE50 銷	
BE51 鋪	BE52 銬	BE53 鋤	BE54 鋁	BE55 銳	BE56 銼	BE57 鋒	BE58 鋇	BE59 鋰	BE5A 銲	
BE5B 閭	BE5C 閱	BE5D 霄	BE5E 霆	BE5F 震	BE60 霉	BE61 靠	BE62 鞍	BE63 鞋	BE64 鞏	
BE65 頡	BE66 頫	BE67 頜	BE68 颳	BE69 養	BE6A 餓	BE6B 餒	BE6C 餘	BE6D 駝	BE6E 駐	
BE6F 駟	BE70 駛	BE71 駑	BE72 駕	BE73 駒	BE74 駙	BE75 骷	BE76 髮	BE77 髯	BE78 鬧	
BE79 魅	BE7A 魄	BE7B 魷	BE7C 魯	BE7D 鴆	BE7E 鴉	BE7F ?	BE80 ?	BE81 ?	BE82 ?	
BE83 ?	BE84 ?	BE85 ?	BE86 ?	BE87 ?	BE88 ?	BE89 ?	BE8A ?	BE8B ?	BE8C ?	
BE8D ?	BE8E ?	BE8F ?	BE90 ?	BE91 ?	BE92 ?	BE93 ?	BE94 ?	BE95 ?	BE96 ?	
BE97 ?	BE98 ?	BE99 ?	BE9A ?	BE9B ?	BE9C ?	BE9D ?	BE9E ?	BE9F ?	BEA0 ?	
BEA1 鴃	BEA2 麩	BEA3 麾	BEA4 黎	BEA5 墨	BEA6 齒	BEA7 儒	BEA8 儘	BEA9 儔	BEAA 儐	
BEAB 儕	BEAC 冀	BEAD 冪	BEAE 凝	BEAF 劑	BEB0 劓	BEB1 勳	BEB2 噙	BEB3 噫	BEB4 噹	
BEB5 噩	BEB6 噤	BEB7 噸	BEB8 噪	BEB9 器	BEBA 噥	BEBB 噱	BEBC 噯	BEBD 噬	BEBE 噢	
BEBF 噶	BEC0 壁	BEC1 墾	BEC2 壇	BEC3 壅	BEC4 奮	BEC5 嬝	BEC6 嬴	BEC7 學	BEC8 寰	
BEC9 導	BECA 彊	BECB 憲	BECC 憑	BECD 憩	BECE 憊	BECF 懍	BED0 憶	BED1 憾	BED2 懊	
BED3 懈	BED4 戰	BED5 擅	BED6 擁	BED7 擋	BED8 撻	BED9 撼	BEDA 據	BEDB 擄	BEDC 擇	
BEDD 擂	BEDE 操	BEDF 撿	BEE0 擒	BEE1 擔	BEE2 撾	BEE3 整	BEE4 曆	BEE5 曉	BEE6 暹	
BEE7 曄	BEE8 曇	BEE9 暸	BEEA 樽	BEEB 樸	BEEC 樺	BEED 橙	BEEE 橫	BEEF 橘	BEF0 樹	
BEF1 橄	BEF2 橢	BEF3 橡	BEF4 橋	BEF5 橇	BEF6 樵	BEF7 機	BEF8 橈	BEF9 歙	BEFA 歷	
BEFB 氅	BEFC 濂	BEFD 澱	BEFE 澡	BEFF ?	BF00 ? 	BF01 ?	BF02 ?	BF03 ?	BF04 ?	
BF05 ?	BF06 ?	BF07 ?	BF08 ?	BF09 ?	BF0A ?
	BF0B ?	BF0C ?	BF0D ?	BF0E ?	
BF0F ?	BF10 ?	BF11 ?	BF12 ?	BF13 ?	BF14 ?	BF15 ?	BF16 ?	BF17 ?	BF18 ?	
BF19 ?	BF1A ?	BF1B ?	BF1C ?	BF1D ?	BF1E ?	BF1F ?	BF20 ?	BF21 ?	BF22 ?	
BF23 ?	BF24 ?	BF25 ?	BF26 ?	BF27 ?	BF28 ?	BF29 ?	BF2A ?	BF2B ?	BF2C ?	
BF2D ?	BF2E ?	BF2F ?	BF30 ?	BF31 ?	BF32 ?	BF33 ?	BF34 ?	BF35 ?	BF36 ?	
BF37 ?	BF38 ?	BF39 ?	BF3A ?	BF3B ?	BF3C ?	BF3D ?	BF3E ?	BF3F ?	BF40 濃	
BF41 澤	BF42 濁	BF43 澧	BF44 澳	BF45 激	BF46 澹	BF47 澶	BF48 澦	BF49 澠	BF4A 澴	
BF4B 熾	BF4C 燉	BF4D 燐	BF4E 燒	BF4F 燈	BF50 燕	BF51 熹	BF52 燎	BF53 燙	BF54 燜	
BF55 燃	BF56 燄	BF57 獨	BF58 璜	BF59 璣	BF5A 璘	BF5B 璟	BF5C 璞	BF5D 瓢	BF5E 甌	
BF5F 甍	BF60 瘴	BF61 瘸	BF62 瘺	BF63 盧	BF64 盥	BF65 瞠	BF66 瞞	BF67 瞟	BF68 瞥	
BF69 磨	BF6A 磚	BF6B 磬	BF6C 磧	BF6D 禦	BF6E 積	BF6F 穎	BF70 穆	BF71 穌	BF72 穋	
BF73 窺	BF74 篙	BF75 簑	BF76 築	BF77 篤	BF78 篛	BF79 篡	BF7A 篩	BF7B 篦	BF7C 糕	
BF7D 糖	BF7E 縊	BF7F ?	BF80 ?	BF81 ?	BF82 ?	BF83 ?	BF84 ?	BF85 ?	BF86 ?	
BF87 ?	BF88 ?	BF89 ?	BF8A ?	BF8B ?	BF8C ?	BF8D ?	BF8E ?	BF8F ?	BF90 ?	
BF91 ?	BF92 ?	BF93 ?	BF94 ?	BF95 ?	BF96 ?	BF97 ?	BF98 ?	BF99 ?	BF9A ?	
BF9B ?	BF9C ?	BF9D ?	BF9E ?	BF9F ?	BFA0 ?	BFA1 縑	BFA2 縈	BFA3 縛	BFA4 縣	
BFA5 縞	BFA6 縝	BFA7 縉	BFA8 縐	BFA9 罹	BFAA 羲	BFAB 翰	BFAC 翱	BFAD 翮	BFAE 耨	
BFAF 膳	BFB0 膩	BFB1 膨	BFB2 臻	BFB3 興	BFB4 艘	BFB5 艙	BFB6 蕊	BFB7 蕙	BFB8 蕈	
BFB9 蕨	BFBA 蕩	BFBB 蕃	BFBC 蕉	BFBD 蕭	BFBE 蕪	BFBF 蕞	BFC0 螃	BFC1 螟	BFC2 螞	
BFC3 螢	BFC4 融	BFC5 衡	BFC6 褪	BFC7 褲	BFC8 褥	BFC9 褫	BFCA 褡	BFCB 親	BFCC 覦	
BFCD 諦	BFCE 諺	BFCF 諫	BFD0 諱	BFD1 謀	BFD2 諜	BFD3 諧	BFD4 諮	BFD5 諾	BFD6 謁	
BFD7 謂	BFD8 諷	BFD9 諭	BFDA 諳	BFDB 諶	BFDC 諼	BFDD 豫	BFDE 豭	BFDF 貓	BFE0 賴	
BFE1 蹄	BFE2 踱	BFE3 踴	BFE4 蹂	BFE5 踹	BFE6 踵	BFE7 輻	BFE8 輯	BFE9 輸	BFEA 輳	
BFEB 辨	BFEC 辦	BFED 遵	BFEE 遴	BFEF 選	BFF0 遲	BFF1 遼	BFF2 遺	BFF3 鄴	BFF4 醒	
BFF5 錠	BFF6 錶	BFF7 鋸	BFF8 錳	BFF9 錯	BFFA 錢	BFFB 鋼	BFFC 錫	BFFD 錄	BFFE 錚	
BFFF ?	C000 ? 	C001 ?	C002 ?	C003 ?	C004 ?	C005 ?	C006 ?	C007 ?	C008 ?	
C009 ?	C00A ?
	C00B ?	C00C ?	C00D ?	C00E ?	C00F ?	C010 ?	C011 ?	C012 ?	
C013 ?	C014 ?	C015 ?	C016 ?	C017 ?	C018 ?	C019 ?	C01A ?	C01B ?	C01C ?	
C01D ?	C01E ?	C01F ?	C020 ?	C021 ?	C022 ?	C023 ?	C024 ?	C025 ?	C026 ?	
C027 ?	C028 ?	C029 ?	C02A ?	C02B ?	C02C ?	C02D ?	C02E ?	C02F ?	C030 ?	
C031 ?	C032 ?	C033 ?	C034 ?	C035 ?	C036 ?	C037 ?	C038 ?	C039 ?	C03A ?	
C03B ?	C03C ?	C03D ?	C03E ?	C03F ?	C040 錐	C041 錦	C042 錡	C043 錕	C044 錮	
C045 錙	C046 閻	C047 隧	C048 隨	C049 險	C04A 雕	C04B 霎	C04C 霑	C04D 霖	C04E 霍	
C04F 霓	C050 霏	C051 靛	C052 靜	C053 靦	C054 鞘	C055 頰	C056 頸	C057 頻	C058 頷	
C059 頭	C05A 頹	C05B 頤	C05C 餐	C05D 館	C05E 餞	C05F 餛	C060 餡	C061 餚	C062 駭	
C063 駢	C064 駱	C065 骸	C066 骼	C067 髻	C068 髭	C069 鬨	C06A 鮑	C06B 鴕	C06C 鴣	
C06D 鴦	C06E 鴨	C06F 鴒	C070 鴛	C071 默	C072 黔	C073 龍	C074 龜	C075 優	C076 償	
C077 儡	C078 儲	C079 勵	C07A 嚎	C07B 嚀	C07C 嚐	C07D 嚅	C07E 嚇	C07F ?	C080 ?	
C081 ?	C082 ?	C083 ?	C084 ?	C085 ?	C086 ?	C087 ?	C088 ?	C089 ?	C08A ?	
C08B ?	C08C ?	C08D ?	C08E ?	C08F ?	C090 ?	C091 ?	C092 ?	C093 ?	C094 ?	
C095 ?	C096 ?	C097 ?	C098 ?	C099 ?	C09A ?	C09B ?	C09C ?	C09D ?	C09E ?	
C09F ?	C0A0 ?	C0A1 嚏	C0A2 壕	C0A3 壓	C0A4 壑	C0A5 壎	C0A6 嬰	C0A7 嬪	C0A8 嬤	
C0A9 孺	C0AA 尷	C0AB 屨	C0AC 嶼	C0AD 嶺	C0AE 嶽	C0AF 嶸	C0B0 幫	C0B1 彌	C0B2 徽	
C0B3 應	C0B4 懂	C0B5 懇	C0B6 懦	C0B7 懋	C0B8 戲	C0B9 戴	C0BA 擎	C0BB 擊	C0BC 擘	
C0BD 擠	C0BE 擰	C0BF 擦	C0C0 擬	C0C1 擱	C0C2 擢	C0C3 擭	C0C4 斂	C0C5 斃	C0C6 曙	
C0C7 曖	C0C8 檀	C0C9 檔	C0CA 檄	C0CB 檢	C0CC 檜	C0CD 櫛	C0CE 檣	C0CF 橾	C0D0 檗	
C0D1 檐	C0D2 檠	C0D3 歜	C0D4 殮	C0D5 毚	C0D6 氈	C0D7 濘	C0D8 濱	C0D9 濟	C0DA 濠	
C0DB 濛	C0DC 濤	C0DD 濫	C0DE 濯	C0DF 澀	C0E0 濬	C0E1 濡	C0E2 濩	C0E3 濕	C0E4 濮	
C0E5 濰	C0E6 燧	C0E7 營	C0E8 燮	C0E9 燦	C0EA 燥	C0EB 燭	C0EC 燬	C0ED 燴	C0EE 燠	
C0EF 爵	C0F0 牆	C0F1 獰	C0F2 獲	C0F3 璩	C0F4 環	C0F5 璦	C0F6 璨	C0F7 癆	C0F8 療	
C0F9 癌	C0FA 盪	C0FB 瞳	C0FC 瞪	C0FD 瞰	C0FE 瞬	C0FF ?	C100 ? 	C101 ?	C102 ?	
C103 ?	C104 ?	C105 ?	C106 ?	C107 ?	C108 ?	C109 ?	C10A ?
	C10B ?	C10C ?	
C10D ?	C10E ?	C10F ?	C110 ?	C111 ?	C112 ?	C113 ?	C114 ?	C115 ?	C116 ?	
C117 ?	C118 ?	C119 ?	C11A ?	C11B ?	C11C ?	C11D ?	C11E ?	C11F ?	C120 ?	
C121 ?	C122 ?	C123 ?	C124 ?	C125 ?	C126 ?	C127 ?	C128 ?	C129 ?	C12A ?	
C12B ?	C12C ?	C12D ?	C12E ?	C12F ?	C130 ?	C131 ?	C132 ?	C133 ?	C134 ?	
C135 ?	C136 ?	C137 ?	C138 ?	C139 ?	C13A ?	C13B ?	C13C ?	C13D ?	C13E ?	
C13F ?	C140 瞧	C141 瞭	C142 矯	C143 磷	C144 磺	C145 磴	C146 磯	C147 礁	C148 禧	
C149 禪	C14A 穗	C14B 窿	C14C 簇	C14D 簍	C14E 篾	C14F 篷	C150 簌	C151 篠	C152 糠	
C153 糜	C154 糞	C155 糢	C156 糟	C157 糙	C158 糝	C159 縮	C15A 績	C15B 繆	C15C 縷	
C15D 縲	C15E 繃	C15F 縫	C160 總	C161 縱	C162 繅	C163 繁	C164 縴	C165 縹	C166 繈	
C167 縵	C168 縿	C169 縯	C16A 罄	C16B 翳	C16C 翼	C16D 聱	C16E 聲	C16F 聰	C170 聯	
C171 聳	C172 臆	C173 臃	C174 膺	C175 臂	C176 臀	C177 膿	C178 膽	C179 臉	C17A 膾	
C17B 臨	C17C 舉	C17D 艱	C17E 薪	C17F ?	C180 ?	C181 ?	C182 ?	C183 ?	C184 ?	
C185 ?	C186 ?	C187 ?	C188 ?	C189 ?	C18A ?	C18B ?	C18C ?	C18D ?	C18E ?	
C18F ?	C190 ?	C191 ?	C192 ?	C193 ?	C194 ?	C195 ?	C196 ?	C197 ?	C198 ?	
C199 ?	C19A ?	C19B ?	C19C ?	C19D ?	C19E ?	C19F ?	C1A0 ?	C1A1 薄	C1A2 蕾	
C1A3 薜	C1A4 薑	C1A5 薔	C1A6 薯	C1A7 薛	C1A8 薇	C1A9 薨	C1AA 薊	C1AB 虧	C1AC 蟀	
C1AD 蟑	C1AE 螳	C1AF 蟒	C1B0 蟆	C1B1 螫	C1B2 螻	C1B3 螺	C1B4 蟈	C1B5 蟋	C1B6 褻	
C1B7 褶	C1B8 襄	C1B9 褸	C1BA 褽	C1BB 覬	C1BC 謎	C1BD 謗	C1BE 謙	C1BF 講	C1C0 謊	
C1C1 謠	C1C2 謝	C1C3 謄	C1C4 謐	C1C5 豁	C1C6 谿	C1C7 豳	C1C8 賺	C1C9 賽	C1CA 購	
C1CB 賸	C1CC 賻	C1CD 趨	C1CE 蹉	C1CF 蹋	C1D0 蹈	C1D1 蹊	C1D2 轄	C1D3 輾	C1D4 轂	
C1D5 轅	C1D6 輿	C1D7 避	C1D8 遽	C1D9 還	C1DA 邁	C1DB 邂	C1DC 邀	C1DD 鄹	C1DE 醣	
C1DF 醞	C1E0 醜	C1E1 鍍	C1E2 鎂	C1E3 錨	C1E4 鍵	C1E5 鍊	C1E6 鍥	C1E7 鍋	C1E8 錘	
C1E9 鍾	C1EA 鍬	C1EB 鍛	C1EC 鍰	C1ED 鍚	C1EE 鍔	C1EF 闊	C1F0 闋	C1F1 闌	C1F2 闈	
C1F3 闆	C1F4 隱	C1F5 隸	C1F6 雖	C1F7 霜	C1F8 霞	C1F9 鞠	C1FA 韓	C1FB 顆	C1FC 颶	
C1FD 餵	C1FE 騁	C1FF ?	C200 ? 	C201 ?	C202 ?	C203 ?	C204 ?	C205 ?	C206 ?	
C207 ?	C208 ?	C209 ?	C20A ?
	C20B ?	C20C ?	C20D ?	C20E ?	C20F ?	C210 ?	
C211 ?	C212 ?	C213 ?	C214 ?	C215 ?	C216 ?	C217 ?	C218 ?	C219 ?	C21A ?	
C21B ?	C21C ?	C21D ?	C21E ?	C21F ?	C220 ?	C221 ?	C222 ?	C223 ?	C224 ?	
C225 ?	C226 ?	C227 ?	C228 ?	C229 ?	C22A ?	C22B ?	C22C ?	C22D ?	C22E ?	
C22F ?	C230 ?	C231 ?	C232 ?	C233 ?	C234 ?	C235 ?	C236 ?	C237 ?	C238 ?	
C239 ?	C23A ?	C23B ?	C23C ?	C23D ?	C23E ?	C23F ?	C240 駿	C241 鮮	C242 鮫	
C243 鮪	C244 鮭	C245 鴻	C246 鴿	C247 麋	C248 黏	C249 點	C24A 黜	C24B 黝	C24C 黛	
C24D 鼾	C24E 齋	C24F 叢	C250 嚕	C251 嚮	C252 壙	C253 壘	C254 嬸	C255 彝	C256 懣	
C257 戳	C258 擴	C259 擲	C25A 擾	C25B 攆	C25C 擺	C25D 擻	C25E 擷	C25F 斷	C260 曜	
